model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 S Class,2016,31990,Automatic,42000,Diesel,165,50.4,3
 E Class,2014,9990,Automatic,60500,Diesel,30,58.9,2.1
 S Class,2017,48990,Automatic,21000,Petrol,150,40.9,3
 V Class,2017,54990,Automatic,34564,Diesel,145,44.8,2.1
 V Class,2017,33990,Automatic,40000,Diesel,150,44.8,2.1
 B Class,2013,7295,Manual,65455,Diesel,125,61.4,1.8
 E Class,2011,9295,Automatic,38541,Diesel,145,55.4,2.1
 E Class,2016,18795,Automatic,36998,Diesel,160,51.4,3
 A Class,2017,14495,Automatic,24391,Diesel,20,74.3,1.5
 A Class,2017,14995,Manual,26843,Diesel,20,68.9,1.5
 CL Class,2017,20999,Automatic,35000,Petrol,145,53.3,1.6
 C Class,2010,6999,Automatic,80000,Diesel,200,45.6,2.1
 C Class,2015,20999,Automatic,20000,Diesel,30,64.2,2.1
 C Class,2010,5999,Manual,68000,Diesel,145,56.5,2.1
 A Class,2017,16999,Manual,12200,Diesel,20,68.9,1.5
 E Class,2010,7995,Automatic,98000,Diesel,200,45.6,2.1
 E Class,2019,38995,Automatic,2400,Hybrid,135,188.3,2
 E Class,2015,14250,Automatic,56101,Diesel,125,58.9,2.1
 E Class,2017,20450,Automatic,26296,Diesel,150,61.4,2.1
 A Class,2007,2478,Automatic,81000,Diesel,160,49.6,2
 SL CLASS,2016,16995,Automatic,14002,Diesel,30,70.6,2.1
 A Class,2017,18495,Automatic,21075,Diesel,145,67.3,2.1
 B Class,2016,11495,Manual,29670,Diesel,20,70.6,1.5
 A Class,2014,11495,Automatic,34101,Petrol,145,50.4,1.6
 C Class,2016,36950,Automatic,18000,Petrol,305,34.5,4
 SL CLASS,1997,9995,Automatic,76000,Petrol,255,28.2,3.2
 E Class,2015,13999,Automatic,46578,Diesel,30,64.2,2.1
 A Class,2018,21450,Automatic,4658,Diesel,150,74.3,1.5
 A Class,2019,23480,Automatic,3174,Petrol,150,28.5,1.3
 GLC Class,2019,34980,Automatic,5000,Diesel,150,43.5,2
 B Class,2016,13980,Automatic,43376,Diesel,20,68.9,1.5
 CLS Class,2015,18680,Automatic,46085,Diesel,160,51.4,3
 E Class,2010,8290,Automatic,64000,Diesel,185,47.1,2.1
 V Class,2016,29995,Automatic,33000,Diesel,235,44.8,2.1
 S Class,2009,8990,Automatic,79980,Diesel,325,34,3
 SL CLASS,2002,16999,Automatic,34000,Petrol,325,22.2,5
 E Class,2008,14995,Automatic,55000,Petrol,570,19.8,6.2
 X Class,2019,28675,Automatic,39,Diesel,260,35.8,2.3
 X Class,2019,28900,Automatic,37,Diesel,260,35.8,2.3
 C Class,2019,12900,Manual,3000,Diesel,145,50.4,1.5
 B Class,2011,6595,Automatic,34000,Petrol,240,39.8,1.5
 E Class,2015,6775,Automatic,166086,Diesel,30,64.2,2.1
 C Class,2011,9495,Automatic,39000,Petrol,160,43.5,1.8
 E Class,2017,31995,Automatic,49000,Petrol,300,32.8,3
 C Class,2016,15485,Automatic,58468,Hybrid,0,122.8,2
 V Class,2018,19990,Manual,30577,Diesel,145,46.3,2.1
 C Class,2009,6995,Automatic,60000,Diesel,265,42.2,2.1
 E Class,2012,12495,Automatic,50000,Diesel,160,53.3,2.1
 S Class,2018,46990,Automatic,22700,Diesel,145,52.3,2.9
 S Class,2018,33490,Automatic,43000,Diesel,145,52.3,2.9
 GLA Class,2019,20990,Automatic,8100,Petrol,145,44.8,1.6
 E Class,2017,19490,Automatic,57000,Diesel,145,65.7,2
 C Class,2015,29990,Automatic,56000,Petrol,300,34.5,4
 A Class,2018,89990,Automatic,6800,Petrol,145,24.8,4
 V Class,2016,25490,Automatic,43000,Diesel,200,45.6,2.1
 A Class,2016,14180,Manual,20841,Petrol,145,49.6,1.6
 C Class,2005,2690,Automatic,109000,Petrol,325,32.1,1.8
 C Class,2010,7490,Automatic,60000,Diesel,205,45.6,2.1
 A Class,2013,9795,Manual,72000,Diesel,20,70.6,1.5
 X Class,2017,26990,Manual,6000,Diesel,260,37.2,2.3
 X Class,2017,29990,Automatic,22500,Diesel,260,35.8,2.3
 A Class,2016,19800,Automatic,27655,Petrol,200,42.8,2
 C Class,2016,18980,Automatic,25207,Petrol,125,51.4,2
 GLC Class,2017,26980,Automatic,26234,Diesel,145,56.5,2.1
 GLC Class,2016,23680,Automatic,29071,Diesel,125,56.5,2.1
 CLA Class,2017,29280,Automatic,20990,Petrol,145,40.9,2
 E Class,2019,23480,Automatic,18810,Petrol,145,42.2,2
 E Class,2018,25980,Automatic,12155,Diesel,145,58.9,2
 V Class,2018,35480,Automatic,13737,Diesel,145,45.6,2.1
 GLA Class,2015,16280,Automatic,26166,Diesel,125,55.4,2.1
 A Class,2018,18680,Automatic,20000,Diesel,145,65.7,1.5
 CLS Class,2016,19480,Automatic,30744,Diesel,125,57.7,2.1
 GLC Class,2017,26989,Automatic,28037,Diesel,125,56.5,2.1
 C Class,2017,21980,Automatic,41539,Diesel,30,65.7,2.1
 A Class,2017,14680,Automatic,42151,Diesel,145,74.3,1.5
 E Class,2018,25980,Automatic,7832,Diesel,145,58.9,2
 C Class,2016,32980,Automatic,18389,Petrol,300,34,3
 C Class,2019,22980,Automatic,11287,Diesel,145,58.9,1.6
 C Class,2016,17480,Automatic,23109,Petrol,125,52.3,2
 E Class,2017,16989,Automatic,66069,Diesel,20,72.4,2
 C Class,2017,22980,Automatic,26844,Diesel,150,58.9,2.1
 B Class,2017,16280,Automatic,10954,Diesel,20,68.9,1.5
 A Class,2019,22480,Automatic,9460,Petrol,150,28.5,1.3
 A Class,2019,22350,Manual,4194,Petrol,150,28.5,1.3
 E Class,2019,26980,Automatic,6311,Diesel,145,61.4,2
 A Class,2017,14480,Automatic,46434,Diesel,20,74.3,1.5
 B Class,2016,13000,Manual,21496,Petrol,125,49.6,1.6
 CLA Class,2017,18980,Manual,26662,Diesel,30,65.7,2.1
 C Class,2017,20880,Automatic,19752,Petrol,145,48.7,2
 E Class,2018,23480,Automatic,13520,Diesel,145,61.4,2
 GLA Class,2016,16580,Automatic,61356,Diesel,125,56.5,2.1
 CLA Class,2019,28680,Automatic,3128,Petrol,145,40.9,2
 B Class,2019,26480,Automatic,8247,Diesel,145,54.3,2
 C Class,2017,22280,Automatic,25023,Diesel,145,65.7,2.1
 A Class,2017,16290,Manual,15720,Diesel,150,68.9,1.5
 C Class,2016,17000,Automatic,68429,Diesel,30,64.2,2.1
 GLA Class,2017,30480,Automatic,15922,Petrol,150,38.2,2
 C Class,2017,23966,Automatic,29540,Petrol,205,40.9,2
 A Class,2019,20290,Automatic,8607,Diesel,145,65.7,1.5
 A Class,2019,24989,Automatic,4765,Diesel,145,67.3,1.5
 A Class,2018,20280,Automatic,15677,Petrol,145,53.3,1.3
 E Class,2019,25780,Automatic,5978,Diesel,145,67.3,2
 V Class,2019,39580,Automatic,5322,Diesel,145,45.6,2
 A Class,2019,32995,Automatic,7000,Petrol,145,35.3,2
 C Class,2014,16995,Automatic,31000,Diesel,30,64.2,2.1
 C Class,2016,19995,Automatic,29000,Diesel,125,60.1,2.1
 GLC Class,2018,28995,Automatic,15000,Diesel,150,56.5,2.1
 C Class,2012,8495,Automatic,51564,Petrol,160,43.5,1.8
220,2018,19995,Automatic,9814,Diesel,145,61.4,2
200,2018,19495,Manual,15113,Diesel,145,64.2,2.2
 C Class,2013,22948,Automatic,39000,Petrol,570,23.5,6.2
 E Class,2015,16495,Automatic,36400,Diesel,125,56.5,2.1
 SL CLASS,2005,6995,Automatic,80543,Petrol,325,24.1,3.7
 E Class,2016,17995,Automatic,34000,Diesel,20,72.4,2
 C Class,2011,7995,Automatic,62000,Diesel,145,56.5,2.1
 A Class,2018,20495,Automatic,18000,Petrol,145,53.3,1.3
 GLC Class,2018,28995,Automatic,9500,Diesel,150,56.5,2.1
 E Class,2010,5995,Automatic,121000,Diesel,300,39.8,3
 GLC Class,2016,24995,Automatic,36000,Diesel,125,56.5,2.1
 A Class,2017,14500,Automatic,21754,Diesel,150,74.3,1.5
 E Class,2009,4700,Automatic,133000,Diesel,330,34.9,3
 A Class,2010,1350,Manual,116126,Diesel,145,54.3,2
 A Class,2007,1800,Automatic,84000,Petrol,200,42.8,1.5
 S Class,2002,6995,Automatic,24000,Petrol,570,21.1,5
 S Class,1999,5995,Automatic,34000,Petrol,145,24.6,3.2
 S Class,2001,4495,Automatic,66000,Petrol,570,24.6,3.2
 SLK Class,2008,7495,Automatic,58000,Petrol,330,29.7,3
 A Class,2017,17495,Automatic,21000,Diesel,150,74.3,1.5
 A Class,2016,13295,Automatic,42400,Diesel,20,74.3,1.5
 E Class,2016,17995,Automatic,39980,Diesel,30,65.7,2
 E Class,2014,7995,Automatic,154000,Diesel,30,58.9,2.1
 C Class,2008,3995,Automatic,123000,Diesel,265,42.2,2.1
 C Class,2015,11500,Automatic,62000,Diesel,30,64.2,2.1
 GLA Class,2015,16490,Automatic,18601,Diesel,30,62.8,2.1
 C Class,2018,16500,Automatic,31942,Petrol,150,50.4,2
 C Class,2018,20000,Automatic,11870,Petrol,145,48.7,2
 C Class,2018,22000,Automatic,19825,Diesel,145,67.3,2.1
 GLC Class,2016,22800,Automatic,38797,Diesel,125,56.5,2.1
 A Class,2017,15200,Automatic,13774,Diesel,150,74.3,1.5
 GLC Class,2017,23800,Automatic,59879,Diesel,145,56.5,2.1
 A Class,2018,18200,Automatic,10669,Diesel,145,65.7,1.5
 CL Class,2016,17000,Automatic,48240,Diesel,125,58.9,2.1
 GLA Class,2018,19500,Automatic,22873,Diesel,150,64.2,2.1
 A Class,2019,20700,Automatic,11709,Petrol,145,53.3,1.3
 CL Class,2017,18300,Automatic,40684,Diesel,145,58.9,2.1
 E Class,2018,21500,Automatic,31281,Diesel,145,72.4,2
 A Class,2018,16600,Automatic,19825,Diesel,145,74.3,1.5
 A Class,2018,18000,Automatic,12124,Diesel,150,65.7,1.5
 E Class,2018,18600,Automatic,50711,Diesel,145,72.4,2
 GLC Class,2017,27700,Automatic,16907,Diesel,150,56.5,2.1
 C Class,2018,23800,Automatic,13485,Petrol,150,47.1,2
 C Class,2017,16800,Automatic,35180,Diesel,30,64.2,2.1
 E Class,2018,24000,Automatic,14648,Diesel,145,67.3,2
 A Class,2018,21390,Automatic,9571,Petrol,145,53.3,1.3
 A Class,2019,18480,Automatic,17820,Diesel,150,65.7,1.5
 A Class,2020,29480,Automatic,2033,Petrol,145,28.5,1.3
 GLE Class,2016,36980,Automatic,11087,Diesel,300,39.2,3
 C Class,2019,54980,Automatic,9155,Petrol,145,27.2,4
 A Class,2016,17980,Automatic,38144,Diesel,20,68.9,2.1
 A Class,2016,15480,Automatic,30202,Diesel,20,74.3,1.5
 C Class,2017,19290,Automatic,17601,Petrol,150,49.6,2
 C Class,2014,9000,Manual,52000,Diesel,20,64.2,2.1
 GLC Class,2017,25800,Automatic,35872,Diesel,145,56.5,2.1
 E Class,2011,7490,Manual,89000,Diesel,160,52.3,2.1
 E Class,2018,20300,Automatic,26692,Diesel,145,72.4,2
 SL CLASS,2016,16400,Automatic,45823,Diesel,30,70.6,2.1
 C Class,2016,20500,Automatic,16801,Diesel,20,67.3,2.1
 CL Class,2016,20500,Automatic,32626,Petrol,200,41.5,2
 E Class,2018,21500,Automatic,32131,Diesel,145,72.4,2
 B Class,2018,17000,Automatic,16002,Petrol,145,51.4,1.6
 GLA Class,2019,19750,Automatic,14049,Petrol,150,44.8,1.6
 A Class,2016,14800,Manual,31623,Diesel,20,68.9,1.5
 CLA Class,2018,18400,Automatic,32197,Petrol,145,52.3,1.6
 C Class,2017,14500,Automatic,31559,Diesel,30,65.7,2.1
 C Class,2017,18500,Automatic,38082,Diesel,150,61.4,2.1
 C Class,2008,3995,Automatic,104000,Diesel,210,42.2,2.1
 M Class,2011,7995,Automatic,131000,Diesel,555,31,3
 CL Class,2018,17500,Automatic,22742,Diesel,145,67.3,2.1
 E Class,2018,22500,Automatic,32521,Diesel,145,67.3,2
 GLA Class,2016,16700,Automatic,44930,Diesel,125,56.5,2.1
 GLE Class,2016,25000,Automatic,36098,Diesel,205,47.9,2.1
 E Class,2017,21500,Automatic,29138,Diesel,30,65.7,2
 CLA Class,2017,16600,Manual,35580,Petrol,150,48.7,1.6
 E Class,2015,13950,Automatic,85000,Diesel,125,61.4,2.1
 A Class,2014,9688,Manual,71000,Diesel,125,62.8,1.8
 M Class,1970,24999,Automatic,14000,Diesel,305,39.2,0
 A Class,2014,10788,Manual,65000,Diesel,20,72.4,1.5
 A Class,2014,11988,Automatic,52000,Diesel,20,68.9,2.1
 C Class,2016,18200,Automatic,42000,Diesel,20,68.9,2.1
 E Class,2013,17495,Automatic,27000,Diesel,200,45.6,3
 E Class,2015,17495,Automatic,32000,Diesel,145,55.4,2.1
 E Class,2013,13995,Automatic,39000,Diesel,160,52.3,2.1
 C Class,2017,18000,Automatic,32408,Diesel,30,61.4,2.1
 GLA Class,2014,13900,Manual,22118,Diesel,30,62.8,2.1
 GLA Class,2016,18500,Automatic,31478,Diesel,125,56.5,2.1
 GLA Class,2018,18450,Manual,16701,Diesel,150,64.2,2.1
 C Class,2018,18500,Automatic,28248,Diesel,150,64.2,2.1
 A Class,2016,12600,Manual,21572,Diesel,20,72.4,1.5
 C Class,2017,19700,Automatic,29516,Diesel,125,58.9,2.1
 A Class,2016,12000,Manual,33469,Diesel,0,80.7,1.5
 E Class,2017,19000,Automatic,44784,Diesel,20,67.3,2
 E Class,2017,19500,Automatic,33652,Diesel,150,67.3,2
 C Class,2017,17500,Automatic,34476,Diesel,30,64.2,1.6
 E Class,2017,20000,Automatic,21067,Diesel,30,65.7,2
 C Class,2017,20500,Automatic,24624,Diesel,150,60.1,2.1
 GLA Class,2016,17800,Automatic,47977,Diesel,125,56.5,2.1
 C Class,2016,17000,Automatic,29947,Diesel,30,61.4,2.1
 A Class,2016,14250,Manual,33660,Diesel,30,62.8,2.1
 C Class,2016,13850,Automatic,77814,Hybrid,0,134.5,2
 C Class,2017,16900,Automatic,37004,Diesel,30,61.4,2.1
 A Class,2017,12700,Manual,21692,Petrol,125,52.3,1.6
 E Class,2017,18700,Automatic,28396,Diesel,20,67.3,2
 C Class,2017,24280,Automatic,14161,Diesel,145,58.9,2.1
 C Class,2019,28180,Automatic,11487,Diesel,145,57.7,2
 E Class,2019,25780,Automatic,7580,Diesel,145,67.3,2
 E Class,2015,16480,Automatic,42967,Diesel,125,58.9,2.1
 A Class,2017,28980,Automatic,24906,Petrol,145,40.9,2
 GLA Class,2019,24980,Automatic,10636,Petrol,150,36.2,1.6
 C Class,2017,17890,Automatic,45437,Hybrid,0,134.5,2
 GLA Class,2019,24980,Automatic,9910,Petrol,150,36.2,1.6
 E Class,2017,18600,Automatic,40337,Diesel,145,72.4,2
 E Class,2018,19000,Automatic,32951,Diesel,145,72.4,2
 E Class,2018,19000,Automatic,32489,Diesel,145,72.4,2
 GLA Class,2017,17000,Automatic,26424,Diesel,30,64.2,2.1
 C Class,2018,19900,Manual,31540,Petrol,145,49.6,2
 E Class,2018,20800,Automatic,30818,Diesel,150,72.4,2
 E Class,2018,19000,Automatic,35717,Diesel,150,72.4,2
 A Class,2017,14500,Automatic,27402,Diesel,0,76.4,1.5
 E Class,2016,17500,Automatic,35581,Diesel,125,58.9,2.1
 E Class,2017,18300,Automatic,38976,Diesel,20,67.3,2
 A Class,2017,16500,Automatic,23431,Diesel,20,74.3,1.5
 E Class,2017,19500,Automatic,26826,Diesel,30,65.7,2
 E Class,2017,18000,Automatic,40953,Diesel,30,65.7,2
 E Class,2016,18800,Automatic,31257,Diesel,30,65.7,2
 A Class,2017,16750,Automatic,24469,Petrol,125,53.3,1.6
 E Class,2017,18250,Automatic,35090,Diesel,150,72.4,2
 C Class,2014,13600,Automatic,80579,Diesel,30,64.2,2.1
 A Class,2017,16950,Automatic,29262,Diesel,145,68.9,2.1
 E Class,2018,21000,Automatic,39381,Diesel,150,65.7,2
 A Class,2018,15800,Automatic,22106,Diesel,150,70.6,2.1
 A Class,2016,13000,Manual,24627,Diesel,20,72.4,1.5
 GLA Class,2017,17000,Automatic,29831,Diesel,30,64.2,2.1
 GLA Class,2017,18500,Automatic,35901,Diesel,145,56.5,2.1
 A Class,2017,11800,Manual,66903,Diesel,20,72.4,1.5
 SLK Class,2013,11300,Automatic,38490,Diesel,145,56.5,2.1
 GLA Class,2017,16700,Automatic,30312,Diesel,30,64.2,2.1
 M Class,2015,18300,Automatic,53815,Diesel,205,39.2,2.1
 C Class,2017,21000,Automatic,31715,Diesel,20,67.3,2.1
 GLA Class,2017,17500,Automatic,26550,Diesel,30,64.2,2.1
 GLA Class,2016,15600,Automatic,42844,Diesel,30,64.2,2.1
 E Class,2017,19000,Automatic,32231,Diesel,30,65.7,2
 GLA Class,2018,17500,Manual,29515,Diesel,150,64.2,2.1
 C Class,2017,17400,Automatic,24653,Diesel,30,61.4,2.1
 C Class,2016,21000,Automatic,21547,Diesel,125,60.1,2.1
 A Class,2017,16250,Manual,24155,Petrol,150,51.4,1.6
 A Class,2018,17400,Automatic,16135,Diesel,150,68.9,2.1
 E Class,2018,27000,Automatic,14228,Petrol,150,40.4,2
 A Class,2018,17600,Automatic,17561,Diesel,150,65.7,1.5
 C Class,2016,17500,Automatic,52749,Hybrid,0,76.4,2.1
 C Class,2017,18250,Automatic,26036,Diesel,150,64.2,2.1
 C Class,2017,16500,Automatic,41272,Diesel,150,60.1,2.1
 GLA Class,2014,14000,Automatic,81862,Diesel,150,55.4,2.1
 GLA Class,2017,15400,Manual,41762,Diesel,30,64.2,2.1
 C Class,2017,17000,Automatic,39777,Diesel,150,64.2,2.1
 A Class,2017,13500,Manual,25214,Diesel,150,65.7,2.1
 E Class,2017,19000,Automatic,28491,Diesel,20,72.4,2
 E Class,2017,17700,Automatic,34786,Diesel,20,72.4,2
 E Class,2016,14200,Automatic,58221,Diesel,125,58.9,2.1
 C Class,2016,13950,Manual,48128,Diesel,20,65.7,2.1
 E Class,2018,20000,Automatic,31215,Diesel,150,72.4,2
 E Class,2015,17950,Automatic,54000,Diesel,160,51.4,3
 CL Class,2016,24950,Automatic,42000,Petrol,200,40.9,2
 CLS Class,2016,21950,Automatic,50000,Petrol,235,39.2,3.5
 G Class,2018,64950,Automatic,13000,Diesel,145,28.5,3
 C Class,2017,19950,Automatic,30000,Petrol,150,48.7,2
 C Class,2017,22950,Automatic,9000,Diesel,150,58.9,2.1
 A Class,2013,9950,Manual,54000,Petrol,150,48.7,1.6
 V Class,2015,26950,Automatic,49000,Diesel,235,44.8,2.2
 C Class,2017,17900,Automatic,33265,Diesel,30,61.4,2.1
 A Class,2016,14400,Manual,29488,Diesel,30,62.8,2.1
 C Class,2014,13500,Automatic,49409,Diesel,20,64.2,2.1
 A Class,2016,11000,Manual,39119,Diesel,20,72.4,1.5
 E Class,2019,27300,Automatic,811,Diesel,145,65.7,2
 A Class,2016,13200,Manual,50521,Diesel,20,68.9,1.5
 C Class,2016,17300,Automatic,42310,Diesel,30,64.2,2.1
 GLA Class,2018,19700,Automatic,10512,Petrol,145,50.4,1.6
 GLA Class,2017,20000,Automatic,21325,Petrol,145,42.8,2
 A Class,2018,14500,Manual,20001,Diesel,150,65.7,2.1
 C Class,2015,17500,Automatic,39343,Diesel,30,64.2,2.1
 A Class,2017,14500,Manual,17855,Diesel,150,72.4,1.5
 A Class,2019,19500,Automatic,15892,Petrol,150,28.5,1.3
 E Class,2018,27000,Automatic,15517,Petrol,150,40.4,2
 E Class,2018,20800,Automatic,30493,Diesel,150,72.4,2
 E Class,2017,17250,Automatic,31599,Diesel,125,58.9,2.1
 GLC Class,2017,23100,Automatic,36853,Diesel,125,56.5,2.1
 GLC Class,2016,19300,Automatic,50043,Diesel,125,56.5,2.1
 E Class,2015,14400,Automatic,56401,Diesel,125,56.5,2.1
 C Class,2017,17400,Automatic,52897,Hybrid,0,134.5,2
 C Class,2017,17600,Automatic,21841,Diesel,30,60.1,2.1
 GLA Class,2019,17600,Manual,20854,Petrol,145,40.9,1.6
 C Class,2017,18400,Automatic,31530,Diesel,30,64.2,2.1
 C Class,2016,14000,Automatic,33380,Diesel,20,65.7,2.1
 E Class,2016,18900,Automatic,48139,Diesel,30,65.7,2
 C Class,2017,18500,Automatic,29689,Diesel,30,61.4,2.1
 GLC Class,2015,19500,Automatic,66160,Diesel,125,56.5,2.1
 M Class,2015,19300,Automatic,25653,Diesel,200,39.2,2.1
 C Class,2015,11000,Manual,83193,Diesel,20,68.9,2.1
 C Class,2017,13900,Manual,47608,Diesel,20,68.9,2.1
 E Class,2015,16500,Automatic,38411,Diesel,125,56.5,2.1
 A Class,2017,12100,Manual,39119,Diesel,150,80.7,1.5
 A Class,2016,14600,Manual,34089,Diesel,30,62.8,2.1
 E Class,2017,20100,Automatic,17059,Diesel,30,65.7,2
 E Class,2018,20800,Automatic,28759,Diesel,150,72.4,2
 A Class,2018,15800,Manual,23051,Diesel,150,62.8,2.1
 GLC Class,2016,20950,Automatic,27000,Diesel,125,56.5,2.1
 A Class,2016,12600,Automatic,41816,Diesel,20,74.3,1.5
 E Class,2014,11250,Automatic,98514,Diesel,165,51.4,2.1
 GLC Class,2016,20750,Automatic,44445,Diesel,125,56.5,2.1
 C Class,2018,18750,Automatic,21103,Petrol,150,48.7,2
 E Class,2015,13750,Automatic,41952,Diesel,30,64.2,2.1
 E Class,2016,16200,Automatic,47380,Diesel,125,58.9,2.1
 A Class,2017,12900,Automatic,45060,Diesel,150,76.4,1.5
 CLS Class,2016,20500,Automatic,16591,Diesel,165,51.4,3
 E Class,2017,19000,Automatic,28950,Diesel,150,67.3,2
 A Class,2016,15200,Automatic,53500,Petrol,160,45.6,2
 A Class,2017,15900,Automatic,44944,Diesel,20,67.3,2.1
 GLC Class,2016,19500,Automatic,60773,Diesel,125,56.5,2.1
 A Class,2017,12800,Automatic,33102,Diesel,0,76.4,1.5
 GLA Class,2019,17600,Manual,22326,Petrol,145,40.9,1.6
 C Class,2017,20000,Automatic,39268,Diesel,150,58.9,2.1
 A Class,2017,11750,Manual,52641,Petrol,125,52.3,1.6
 GLA Class,2015,15750,Automatic,40351,Diesel,125,56.6,2.1
 A Class,2016,12000,Manual,72310,Diesel,30,65.7,2.1
 C Class,2017,19000,Automatic,38440,Diesel,20,67.3,2.1
 E Class,2018,20900,Automatic,31034,Diesel,145,61.4,2
 V Class,2019,22890,Manual,6257,Diesel,145,46.3,2.1
 A Class,2017,14000,Manual,35552,Diesel,150,68.9,1.5
 E Class,2017,19000,Automatic,38255,Diesel,150,65.7,2
 C Class,2017,16500,Automatic,47489,Diesel,150,64.2,2.1
 A Class,2017,15000,Automatic,24496,Diesel,20,74.3,1.5
 C Class,2018,21400,Automatic,35720,Diesel,150,67.3,2.1
 A Class,2017,12400,Manual,28572,Petrol,125,52.3,1.6
 C Class,2017,13800,Automatic,50369,Diesel,20,65.7,2.1
 CLS Class,2016,18900,Automatic,54195,Diesel,165,49.6,3
 A Class,2016,11900,Manual,52178,Diesel,30,65.7,2.1
 GLA Class,2016,16700,Automatic,32877,Diesel,125,56.5,2.1
 A Class,2016,14200,Automatic,60036,Diesel,20,68.9,2.1
 CLA Class,2016,15800,Manual,37756,Diesel,20,67.3,2.1
 E Class,2017,16800,Automatic,60223,Diesel,20,72.4,2
 A Class,2016,11500,Manual,45882,Diesel,0,80.7,1.5
 C Class,2017,16500,Manual,9793,Petrol,145,52.3,2
 A Class,2018,15800,Manual,17667,Petrol,150,49.6,1.6
 C Class,2015,15300,Automatic,33303,Diesel,30,64.2,2.1
 C Class,2016,11300,Manual,49604,Petrol,125,51.4,2
 C Class,2016,16400,Automatic,46479,Diesel,125,60.1,2.1
 A Class,2017,15500,Automatic,32568,Diesel,20,68.9,2.1
 GLA Class,2018,18100,Automatic,21639,Petrol,150,50.4,1.6
 GLA Class,2016,17500,Automatic,27660,Diesel,125,56.5,2.1
 CL Class,2016,19400,Automatic,38915,Petrol,200,42.8,2
 GLA Class,2015,15800,Automatic,34250,Diesel,125,55.4,2.1
 A Class,2014,11500,Automatic,30914,Diesel,20,68.9,1.5
 A Class,2018,15700,Manual,19479,Petrol,145,49.6,1.6
 A Class,2017,14700,Manual,30000,Petrol,145,51.4,1.6
 E Class,2017,20000,Automatic,26750,Diesel,150,65.7,2
 C Class,2018,13300,Manual,32840,Petrol,145,53.3,2
 C Class,2015,12300,Automatic,85275,Diesel,30,64.2,2.1
 C Class,2017,19000,Automatic,24798,Diesel,20,68.9,2.1
 C Class,2015,14000,Automatic,70857,Diesel,30,61.4,2.1
 C Class,2017,14500,Automatic,48280,Diesel,30,65.7,1.6
 A Class,2016,15400,Automatic,30596,Diesel,20,68.9,2.1
 A Class,2016,14500,Automatic,54276,Diesel,20,68.9,2.1
 A Class,2018,17950,Automatic,10498,Diesel,150,65.7,1.5
 V Class,2018,19750,Automatic,19016,Diesel,145,48.7,2.1
 V Class,2018,19750,Automatic,15993,Diesel,145,48.7,2.1
 V Class,2018,19750,Manual,21059,Diesel,145,46.3,2.1
 V Class,2019,19950,Manual,20981,Diesel,145,46.3,2.1
 V Class,2019,22950,Manual,22691,Diesel,145,46.3,2.1
 X Class,2019,28950,Automatic,2746,Diesel,260,35.8,2.3
 X Class,2017,23950,Automatic,15270,Diesel,265,35.8,2.3
 GLA Class,2018,19400,Automatic,16515,Diesel,145,64.2,2.1
 CLA Class,2016,15200,Manual,53244,Diesel,20,67.3,2.1
 GLA Class,2015,15200,Automatic,23583,Diesel,20,62.8,2.1
 GLA Class,2019,17800,Manual,21865,Petrol,145,40.9,1.6
 C Class,2017,16000,Automatic,54011,Hybrid,0,134.5,2
 E Class,2017,18600,Automatic,37581,Diesel,30,65.7,2
 E Class,2016,16900,Automatic,46915,Diesel,20,72.4,2
 CLA Class,2017,17000,Automatic,17932,Petrol,150,53.3,1.6
 E Class,2016,15000,Automatic,48317,Diesel,125,56.5,2.1
 C Class,2016,15900,Automatic,21606,Diesel,20,64.2,2.1
 GLA Class,2018,17800,Automatic,18740,Diesel,150,64.2,2.1
 GLA Class,2016,15400,Automatic,57315,Diesel,125,56.5,2.1
 GLA Class,2017,15000,Automatic,58268,Diesel,30,64.2,2.1
 A Class,2019,19450,Manual,8947,Petrol,150,28.5,1.3
 C Class,2017,13700,Automatic,43020,Diesel,20,65.7,2.1
 C Class,2016,14700,Automatic,28593,Diesel,20,65.7,2.1
 CLS Class,2016,17500,Automatic,44753,Diesel,125,57.7,2.1
 C Class,2016,17500,Automatic,17198,Diesel,30,62.8,2.1
 CLA Class,2016,16000,Manual,33231,Petrol,125,51.4,1.6
 E Class,2017,17500,Automatic,38473,Diesel,20,72.4,2
 E Class,2017,19000,Automatic,42476,Diesel,30,65.7,2
 GLE Class,2016,22000,Automatic,52798,Diesel,200,47.9,2.1
 C Class,2018,21000,Automatic,29911,Diesel,150,58.9,2.1
 A Class,2014,11200,Automatic,40685,Diesel,20,68.9,2.1
 GLA Class,2016,16400,Automatic,35787,Diesel,125,55.4,2.1
 A Class,2017,12900,Manual,16410,Diesel,145,80.7,1.5
 CLA Class,2015,15000,Automatic,27778,Diesel,20,62.8,2.1
 A Class,2016,17700,Automatic,42865,Petrol,200,42.8,2
 GLC Class,2017,21600,Automatic,54609,Diesel,125,56.5,2.1
 A Class,2016,13900,Manual,37360,Diesel,30,62.8,2.1
 E Class,2017,16800,Automatic,58035,Diesel,145,61.4,2
 C Class,2018,17100,Automatic,22655,Diesel,145,64.2,2.1
 S Class,2015,27000,Automatic,30782,Hybrid,20,64.2,2.1
 GLA Class,2015,16250,Automatic,55582,Diesel,125,56.5,2.1
 A Class,2017,12900,Manual,19464,Petrol,145,52.3,1.6
